month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,395,6,210,139,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,701,7,120,266,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
