month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,50,30,1,31,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,115,76,1,15,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
