month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,2780,590,7,65,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,1841,932,0,48,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
