month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,35178,22,7489,7540,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,37273,31,9374,7764,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
