month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,16066,213,8308,312,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,8734,56,5311,283,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
