month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,53483,52,10482,5233,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,43239,7,7377,5396,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
