month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,11,2,0,1,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,93,4,0,5,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
