month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,42,8,0,24,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,120,6,0,8,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
