month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,77,0,2,0,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,273,1,6,0,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
