month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,207,8,0,38,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,845,12,1,30,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
