month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,58907,336,17720,37482,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,55399,232,68699,44830,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
