month,total.user,total.name-bot,total.group-bot,total.anonymous,timeRange.start,timeRange.end
2023-06-01T00:00:00.000Z,571,33,14,20,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
2023-07-01T00:00:00.000Z,471,1,22,13,2023-07-01T00:00:00.000Z,2023-08-01T00:00:00.000Z
